find_in_visits.site	find_in_visits.country	find_in_visits.source	find_in_visits.site2	find_in_visits.traffic_source	find_in_visits.landingpage	find_in_visits.sendingpage	find_in_visits.user	find_in_visits.pages	find_in_visits.timestamps	find_in_visits.year	find_in_visits.month	find_in_visits.day
google.pl*	616	243	kozak-diamonds.pl	5	google.pl/search?client=opera&q=atp+barcelona+2017&sourceid=opera&ie=UTF-8&oe=UTF-8	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=atp+barcelona+2017&sourceid=opera&ie=UTF-8&oe=UTF-8"]	[1493384342000]	17	4	28
sportowefakty.wp.pl#	616	243	wp.pl	6	sportowefakty.wp.pl/pilka-nozna/683384/newcastle-united-szykuje-fortune-na-transfery-jednym-z-nabytkow-moze-byc-kamil-g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/pilka-nozna/683384/newcastle-united-szykuje-fortune-na-transfery-jednym-z-nabytkow-moze-byc-kamil-g","sportowefakty.wp.pl/hokej/683508/ms-w-hokeju-kluczowy-mecz-dla-polakow-wegry-kazachstan-na-zywo"]	[1493384106000,1493384302000]	17	4	28
ipko.pl	616	243	kitco.com	5	ipko.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ipko.pl","ipko.pl/index.html","ipko.pl/index.html#home","ipko.pl/logout.html"]	[1493373793000,1493373814000,1493373822000,1493373867000]	17	4	28
ipko.pl*	616	243	kitco.com	5	ipko.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ipko.pl","ipko.pl/index.html","ipko.pl/index.html#home","ipko.pl/logout.html"]	[1493373793000,1493373814000,1493373822000,1493373867000]	17	4	28
google.pl	616	243	kozak-diamonds.pl	5	google.pl/search?client=opera&q=ALLEGRO&sourceid=opera&ie=UTF-8&oe=UTF-8	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=ALLEGRO&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8#q=1+maja+%C5%9Bwi%C4%99to+ko%C5%9Bcielne","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8#q=1+maja+%C5%9Bwi%C4%99to+ko%C5%9Bcielne","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8#q=1+maja+jakie+to+%C5%9Bwi%C4%99to"]	[1493394251000,1493395040000,1493395074000,1493395080000,1493395092000,1493395105000]	17	4	28
google.pl*	616	243	kozak-diamonds.pl	5	google.pl/search?client=opera&q=ALLEGRO&sourceid=opera&ie=UTF-8&oe=UTF-8	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=ALLEGRO&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8#q=1+maja+%C5%9Bwi%C4%99to+ko%C5%9Bcielne","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8#q=1+maja+%C5%9Bwi%C4%99to+ko%C5%9Bcielne","google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8#q=1+maja+jakie+to+%C5%9Bwi%C4%99to"]	[1493394251000,1493395040000,1493395074000,1493395080000,1493395092000,1493395105000]	17	4	28
dom.wp.pl	616	243	wp.pl	6	dom.wp.pl/szara-woda-czy-warto-inwestowac-6116159700269185a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["dom.wp.pl/szara-woda-czy-warto-inwestowac-6116159700269185a"]	[1493374453000]	17	4	28
wp.tv	616	243	wp.pl	6	wp.tv/i,gigantyczna-inwestycja-w-czarnobylu,mid,2001537,cid,2275650,klip.html?ticaid=6190d4	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.tv/i,gigantyczna-inwestycja-w-czarnobylu,mid,2001537,cid,2275650,klip.html?ticaid=6190d4"]	[1493374546000]	17	4	28
o2.pl	616	243	wp.pl	6	o2.pl/artykul/to-ostatni-widok-przed-uderzeniem-atomowki-6116636950021761a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["o2.pl/artykul/to-ostatni-widok-przed-uderzeniem-atomowki-6116636950021761a","o2.pl/hot/robi-wode-z-niczego-to-urzadzenie-to-przelom-6112007118882945a","o2.pl/hot","o2.pl/hot/trump-pokazal-kimowi-co-ma-w-arsenale-6116636950021761a","o2.pl/hot","o2.pl/hot/trump-pokazal-kimowi-co-ma-w-arsenale-6116636950021761a","o2.pl/hot"]	[1493374647000,1493374689000,1493374730000,1493374738000,1493374748000,1493374779000,1493374782000]	17	4	28
rp.pl	616	243	kitco.com	5	rp.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["rp.pl","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html#ap-1","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html#ap-2","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html#ap-1","rp.pl/Papiez-Franciszek/304279860-Papiez-jedzie-do-papieza-szejka-i-prezydenta.html","rp.pl/Papiez-Franciszek/304279860-Papiez-jedzie-do-papieza-szejka-i-prezydenta.html#ap-1"]	[1493375504000,1493375567000,1493375610000,1493375658000,1493375688000,1493375723000,1493375751000]	17	4	28
cinkciarz.pl	616	243	kozak-diamonds.pl	5	cinkciarz.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["cinkciarz.pl"]	[1493380117000]	17	4	28
wiadomosci.wp.pl	616	243	wp.pl	6	wiadomosci.wp.pl/krajowa-siodemka-zablokowana-wypadek-i-kolizja-6116869073270401a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/krajowa-siodemka-zablokowana-wypadek-i-kolizja-6116869073270401a","wiadomosci.wp.pl/obronca-polski-czy-tryb-w-rosyjskiej-maszynie-kim-jest-tomasz-maciejczuk-6116570371131009a"]	[1493380582000,1493380938000]	17	4	28
film.wp.pl	616	243	wp.pl	6	film.wp.pl/program-tv-na-piatek-9-kompania-interstellar-shrek-steve-jobs-28-04-2017-6116471068272257a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["film.wp.pl/program-tv-na-piatek-9-kompania-interstellar-shrek-steve-jobs-28-04-2017-6116471068272257a"]	[1493380609000]	17	4	28
gwiazdy.wp.pl	616	243	wp.pl	6	gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/2","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/3","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/4","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/5","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/6","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/7","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/8"]	[1493380673000,1493380691000,1493380708000,1493380714000,1493380732000,1493380755000,1493380771000,1493380797000]	17	4	28
wp.pl	616	243	kozak-diamonds.pl	5	wp.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl"]	[1493382809000,1493383960000,1493384060000,1493384147000,1493384287000,1493384323000]	17	4	28
money.pl	616	243	wp.pl	6	money.pl/gospodarka/wiadomosci/artykul/500-swiadczenia-rodzinne-rafalska-resort,242,0,2309106.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["money.pl/gospodarka/wiadomosci/artykul/500-swiadczenia-rodzinne-rafalska-resort,242,0,2309106.html","money.pl/gospodarka/wiadomosci/artykul/jan-szyszko-porozumienie-paryskie-polska,131,0,2309251.html"]	[1493383974000,1493384161000]	17	4	28
sportowefakty.wp.pl	616	243	wp.pl	6	sportowefakty.wp.pl/pilka-nozna/683384/newcastle-united-szykuje-fortune-na-transfery-jednym-z-nabytkow-moze-byc-kamil-g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/pilka-nozna/683384/newcastle-united-szykuje-fortune-na-transfery-jednym-z-nabytkow-moze-byc-kamil-g","sportowefakty.wp.pl/hokej/683508/ms-w-hokeju-kluczowy-mecz-dla-polakow-wegry-kazachstan-na-zywo"]	[1493384106000,1493384302000]	17	4	28
scoreboard.com	616	243	google.pl	1160	scoreboard.com/pl/tenis/atp-singiel/barcelona	google.pl/search?client=opera&q=atp+barcelona+2017&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["scoreboard.com/pl/tenis/atp-singiel/barcelona","scoreboard.com/pl/mecz/murray-andy-ramos-albert-2017/vFc4YD1c/#szczegoly-meczu|statystyki-meczu;0","scoreboard.com/pl/mecz/murray-andy-ramos-albert-2017/vFc4YD1c/#szczegoly-meczu|statystyki-meczu;0","scoreboard.com/pl/zawodnik/ramos-albert/bHLexrv0","scoreboard.com/pl/mecz/murray-andy-ramos-albert-2017/vFc4YD1c/#szczegoly-meczu|statystyki-meczu;0"]	[1493384363000,1493384431000,1493384432000,1493384463000,1493384482000]	17	4	28
allegro.pl	616	243	google.pl	1160	allegro.pl	google.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["allegro.pl","allegro.pl/listing?string=aleksandryt&order=m&bmatch=base-relevance-floki-5-nga-biz-1-5-0222","allegro.pl/zlote-kolczyki-aleksandryty-i-diamenty-stare-i6730141692.html","allegro.pl/zlote-kolczyki-aleksandryty-i-diamenty-stare-i6730141692.html#imglayer","allegro.pl/zlote-kolczyki-aleksandryty-i-diamenty-stare-i6730141692.html"]	[1493394254000,1493394269000,1493394314000,1493394319000,1493394332000]	17	4	28
kozak-diamonds.pl	616	243	cinkciarz.pl	5	kozak-diamonds.pl	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kozak-diamonds.pl"]	[1493395029000]	17	4	28
pl.wikipedia.org	616	243	google.pl	1160	pl.wikipedia.org/wiki/1_maja	google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["pl.wikipedia.org/wiki/1_maja","pl.wikipedia.org/wiki/%C5%9Awi%C4%99to_Pracy"]	[1493395051000,1493395118000]	17	4	28
zapytaj.onet.pl	616	243	google.pl	1160	zapytaj.onet.pl/Category/036,002/2,3866933,Czy_1_maja_to_swieto_koscielne.html	google.pl/search?client=opera&q=1+maja&sourceid=opera&ie=UTF-8&oe=UTF-8#q=1+maja+%C5%9Bwi%C4%99to+ko%C5%9Bcielne	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["zapytaj.onet.pl/Category/036,002/2,3866933,Czy_1_maja_to_swieto_koscielne.html"]	[1493395086000]	17	4	28
bilion.com.pl	616	243	kozak-diamonds.pl	5	bilion.com.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["bilion.com.pl"]	[1493395841000]	17	4	28
kitco.com	616	243	cinkciarz.pl	5	kitco.com	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1493395845000]	17	4	28
ipko.pl	616	243	kitco.com	5	ipko.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["ipko.pl","ipko.pl/index.html","ipko.pl/index.html#home","ipko.pl/index.html#transactions/transfers","ipko.pl/logout.html"]	[1493395863000,1493395914000,1493395916000,1493395925000,1493396160000]	17	4	28
bookshelf.cambridge.org	616	243	kozak-diamonds.pl	5	bookshelf.cambridge.org/auth/#/login	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["bookshelf.cambridge.org/auth/#/login","bookshelf.cambridge.org/auth/#/register","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read","bookshelf.cambridge.org/auth/#/login","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/app/#/shelf/1.2113.4540.","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/how-to-use-this-ebook-1","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/how-to-use-this-ebook-2","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/contents","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/search","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/how-to-use-this-ebook-1","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/search","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/contents","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/imprint","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/contents","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/auth/#/login","bookshelf.cambridge.org/auth/#/login","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/additional-exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/contents","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-teacher","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-teacher","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/contents","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/exercises","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/explanations","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/shelf/MyLibrary","bookshelf.cambridge.org/app/#/shelf/1.2113.4540.","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/shelf/1.2113.4540.","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/shelf/1.2113.4540.","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/app/#/shelf/1.2113.4540.","bookshelf.cambridge.org/app/#/book/essential-grammar-in-use-ebook-2/read/to-the-student","bookshelf.cambridge.org/auth/#/login"]	[1493396228000,1493396292000,1493396482000,1493396587000,1493396794000,1493396812000,1493396830000,1493396843000,1493396923000,1493396934000,1493396970000,1493396975000,1493397046000,1493397049000,1493397077000,1493397084000,1493397141000,1493397153000,1493397158000,1493397188000,1493397312000,1493397314000,1493397348000,1493397358000,1493397378000,1493397418000,1493397468000,1493398030000,1493398043000,1493398048000,1493398143000,1493398159000,1493398162000,1493398166000,1493398246000,1493398279000,1493398282000,1493398350000,1493398521000,1493398636000,1493398688000,1493398705000,1493398825000,1493398888000,1493398894000,1493398895000,1493398899000,1493398902000,1493398903000,1493398905000,1493398908000,1493398913000,1493398947000,1493398952000,1493398970000,1493398978000,1493398986000,1493399007000,1493399082000,1493399088000]	17	4	28
google.pl	616	243	bookshelf.cambridge.org	5	google.pl/search?client=opera&q=HomeELT&sourceid=opera&ie=UTF-8&oe=UTF-8	bookshelf.cambridge.org/app/#/shelf/MyLibrary	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["google.pl/search?client=opera&q=HomeELT&sourceid=opera&ie=UTF-8&oe=UTF-8","google.pl/search?client=opera&q=Unit+1:+am/is/are%0D%0A&sourceid=opera&ie=UTF-8&oe=UTF-8"]	[1493397438000,1493398132000]	17	4	28
wp.tv*	616	243	wp.pl	6	wp.tv/i,gigantyczna-inwestycja-w-czarnobylu,mid,2001537,cid,2275650,klip.html?ticaid=6190d4	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.tv/i,gigantyczna-inwestycja-w-czarnobylu,mid,2001537,cid,2275650,klip.html?ticaid=6190d4"]	[1493374546000]	17	4	28
o2.pl*	616	243	wp.pl	6	o2.pl/artykul/to-ostatni-widok-przed-uderzeniem-atomowki-6116636950021761a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["o2.pl/artykul/to-ostatni-widok-przed-uderzeniem-atomowki-6116636950021761a","o2.pl/hot/robi-wode-z-niczego-to-urzadzenie-to-przelom-6112007118882945a","o2.pl/hot","o2.pl/hot/trump-pokazal-kimowi-co-ma-w-arsenale-6116636950021761a","o2.pl/hot","o2.pl/hot/trump-pokazal-kimowi-co-ma-w-arsenale-6116636950021761a","o2.pl/hot"]	[1493374647000,1493374689000,1493374730000,1493374738000,1493374748000,1493374779000,1493374782000]	17	4	28
rp.pl*	616	243	kitco.com	5	rp.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["rp.pl","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html#ap-1","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html#ap-2","rp.pl/Polityka/304279861-Japonia-walczy-o-Kuryle.html#ap-1","rp.pl/Papiez-Franciszek/304279860-Papiez-jedzie-do-papieza-szejka-i-prezydenta.html","rp.pl/Papiez-Franciszek/304279860-Papiez-jedzie-do-papieza-szejka-i-prezydenta.html#ap-1"]	[1493375504000,1493375567000,1493375610000,1493375658000,1493375688000,1493375723000,1493375751000]	17	4	28
scoreboard.com*	616	243	google.pl	1160	scoreboard.com/pl/tenis/atp-singiel/barcelona	google.pl/search?client=opera&q=atp+barcelona+2017&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["scoreboard.com/pl/tenis/atp-singiel/barcelona","scoreboard.com/pl/mecz/murray-andy-ramos-albert-2017/vFc4YD1c/#szczegoly-meczu|statystyki-meczu;0","scoreboard.com/pl/mecz/murray-andy-ramos-albert-2017/vFc4YD1c/#szczegoly-meczu|statystyki-meczu;0","scoreboard.com/pl/zawodnik/ramos-albert/bHLexrv0","scoreboard.com/pl/mecz/murray-andy-ramos-albert-2017/vFc4YD1c/#szczegoly-meczu|statystyki-meczu;0"]	[1493384363000,1493384431000,1493384432000,1493384463000,1493384482000]	17	4	28
money.pl*	616	243	wp.pl	6	money.pl/gospodarka/wiadomosci/artykul/500-swiadczenia-rodzinne-rafalska-resort,242,0,2309106.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["money.pl/gospodarka/wiadomosci/artykul/500-swiadczenia-rodzinne-rafalska-resort,242,0,2309106.html","money.pl/gospodarka/wiadomosci/artykul/jan-szyszko-porozumienie-paryskie-polska,131,0,2309251.html"]	[1493383974000,1493384161000]	17	4	28
wp.pl*	616	243	cinkciarz.pl	5	wp.pl	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wiadomosci.wp.pl/krajowa-siodemka-zablokowana-wypadek-i-kolizja-6116869073270401a","wp.pl","film.wp.pl/program-tv-na-piatek-9-kompania-interstellar-shrek-steve-jobs-28-04-2017-6116471068272257a","wp.pl","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/2","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/3","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/4","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/5","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/6","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/7","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/8","wp.pl","sportowefakty.wp.pl/hokej/683508/ms-w-hokeju-kluczowy-mecz-dla-polakow-wegry-kazachstan-na-zywo","wiadomosci.wp.pl/obronca-polski-czy-tryb-w-rosyjskiej-maszynie-kim-jest-tomasz-maciejczuk-6116570371131009a","sportowefakty.wp.pl/boks/683102/on-nie-ma-serca-do-walki-szokujace-porazki-wladimira-kliczki","sportowefakty.wp.pl/boks/683102/on-nie-ma-serca-do-walki-szokujace-porazki-wladimira-kliczki/2","sportowefakty.wp.pl/boks/683102/on-nie-ma-serca-do-walki-szokujace-porazki-wladimira-kliczki/3","sportowefakty.wp.pl/boks/683102/on-nie-ma-serca-do-walki-szokujace-porazki-wladimira-kliczki/4","sportowefakty.wp.pl/boks/683102/on-nie-ma-serca-do-walki-szokujace-porazki-wladimira-kliczki/5","sportowefakty.wp.pl/boks/683400/tyson-fury-zakpil-z-anthonyego-joshuy","sportowefakty.wp.pl/boks/683102/on-nie-ma-serca-do-walki-szokujace-porazki-wladimira-kliczki/5","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/2","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/3","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/4","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/5","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/6","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/7","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/8","sportowefakty.wp.pl/boks/683317/starszy-z-braci-kliczkow-wroci-do-boksu-witalij-postawil-jeden-warunek","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/8","sportowefakty.wp.pl/boks/683415/osiem-maratonow-4-tys-kalorii-i-5-godzin-treningow-dziennie-oto-recepta-joshuy-n/6","wp.pl","wp.pl","wp.pl","sportowefakty.wp.pl/pilka-nozna/683384/newcastle-united-szykuje-fortune-na-transfery-jednym-z-nabytkow-moze-byc-kamil-g","wp.pl","wp.pl","sportowefakty.wp.pl/hokej/683508/ms-w-hokeju-kluczowy-mecz-dla-polakow-wegry-kazachstan-na-zywo","wp.pl"]	[1493380551000,1493380582000,1493380594000,1493380609000,1493380645000,1493380673000,1493380691000,1493380708000,1493380714000,1493380732000,1493380755000,1493380771000,1493380797000,1493380823000,1493380880000,1493380938000,1493381004000,1493381054000,1493381090000,1493381141000,1493381212000,1493381249000,1493381303000,1493381310000,1493381338000,1493381389000,1493381417000,1493381446000,1493381472000,1493381538000,1493381558000,1493381571000,1493381642000,1493381646000,1493382809000,1493383960000,1493384060000,1493384106000,1493384147000,1493384287000,1493384302000,1493384323000]	17	4	28
money.pl	616	243	wp.pl	6	money.pl/gospodarka/wiadomosci/artykul/brexit-unia-szczyt,62,0,2308926.html	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["money.pl/gospodarka/wiadomosci/artykul/brexit-unia-szczyt,62,0,2308926.html"]	[1493374239000]	17	4	28
film.wp.pl#	616	243	wp.pl	6	film.wp.pl/program-tv-na-piatek-9-kompania-interstellar-shrek-steve-jobs-28-04-2017-6116471068272257a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["film.wp.pl/program-tv-na-piatek-9-kompania-interstellar-shrek-steve-jobs-28-04-2017-6116471068272257a"]	[1493380609000]	17	4	28
